text,label,source,type
J'ai une question de droit des affaires OHADA sur : les statuts peuvent imposer que chaque administrateur soit propriétaire d’un nombre d’actions de la,creation_entreprise,"Code Bleu OHADA, art. 417",query_variant
"Le nombre des administrateurs de la société anonyme peut être provisoirement dépassé, en cas de fusion avec une ou plusieurs sociétés, jusqu’à concurrence du nombre total des administrateurs en fonction depuis plus de six (6) mois dans les sociétés fusionnées, sans pouvoir être supérieur à vingt-quatre (24). Les administrateurs décédés ou ayant cessé leurs fonctions ne peuvent être remplacés, de même que de nouveaux administrateurs ne peuvent être nommés, sauf lors d’une nouvelle fusion, tant que le nombre d’administrateurs en fonction n’a pas été ramené à douze (12).",droit_commercial,"Code Bleu OHADA, art. 418",article
"Quelles sont les règles applicables en matière de : le nombre des administrateurs de la société anonyme peut être provisoirement dépassé, en cas",droit_commercial,"Code Bleu OHADA, art. 418",query_variant
"Les premiers administrateurs sont désignés par les statuts ou, le cas échéant, par l’assemblée générale constitutive. En cours de vie sociale, les administrateurs sont désignés par l’assemblée générale ordinaire. Toutefois, en cas de fusion, l’assemblée générale extraordinaire peut procéder à la nomination de nouveaux administrateurs. Toute nomination intervenue en violation des dispositions du présent article est nulle.",creation_entreprise,"Code Bleu OHADA, art. 419",article
"En droit commercial OHADA, que se passe-t-il quand les premiers administrateurs sont désignés par les statuts ou, le cas échéant, par l’assemblée",creation_entreprise,"Code Bleu OHADA, art. 419",query_variant
"La durée du mandat des administrateurs est fixée librement par les statuts sans pouvoir excéder six (6) ans en cas de nomination en cours de vie sociale et deux (2) ans, en cas de désignation par les statuts ou par l’assemblée générale constitutive.",creation_entreprise,"Code Bleu OHADA, art. 420",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : la durée du mandat des administrateurs est fixée librement par les statuts sans pouvoir,creation_entreprise,"Code Bleu OHADA, art. 420",query_variant
"Une personne morale peut être nommée administrateur. Lors de sa nomination, elle est tenue de désigner, par lettre au porteur contre récépissé ou par lettre recommandée avec demande d’avis de réception adressée à la société, pour la durée de son mandat, un représentant permanent. Bien que ce représentant permanent ne soit pas personnellement administrateur de la société, il est soumis aux mêmes conditions et obligations et encourt les mêmes responsabilités civiles et pénales que s’il était administrateur en son nom propre, sans préjudice de la responsabilité solidaire de la personne morale qu’",droit_commercial,"Code Bleu OHADA, art. 421",article
"Quelles sont les règles applicables en matière de : une personne morale peut être nommée administrateur. lors de sa nomination, elle est tenue",droit_commercial,"Code Bleu OHADA, art. 421",query_variant
"Le représentant permanent exerce ses fonctions pendant la durée du mandat d’administrateur de la personne morale qu’il représente. Lors de chaque renouvellement de son mandat, la personne morale doit préciser si elle maintient la même personne physique comme représentant permanent ou procéder, sur le champ, à la désignation d’un autre représentant permanent.",droit_commercial,"Code Bleu OHADA, art. 422",article
"En droit commercial OHADA, que se passe-t-il quand le représentant permanent exerce ses fonctions pendant la durée du mandat d’administrateur de la",droit_commercial,"Code Bleu OHADA, art. 422",query_variant
"Lorsque la personne morale révoque le mandat de son représentant permanent, elle est tenue de notifier sans délai, à la société, par lettre au porteur contre récépissé ou par lettre recommandée avec demande d’avis de réception, cette révocation ainsi que l’identité de son nouveau représentant permanent. Il en est de même en cas de décès ou de démission du représentant permanent ou pour toute autre cause qui l’empêche d’exercer son mandat.",droit_commercial,"Code Bleu OHADA, art. 423",article
"Que dit le droit OHADA concernant : lorsque la personne morale révoque le mandat de son représentant permanent, elle est tenue",droit_commercial,"Code Bleu OHADA, art. 423",query_variant
"Les modalités de l’élection des administrateurs sont librement fixées par les statuts qui peuvent prévoir une répartition des sièges en fonction des catégories d’actions. Toutefois, et sous réserve des dispositions du présent Acte uniforme, cette répartition ne peut priver les actionnaires de leur éligibilité au conseil, ni priver une catégorie d’actions de sa représentation au conseil. Les administrateurs sont rééligibles sauf clause contraire des statuts. Toute nomination intervenue en violation des dispositions du présent article est nulle.",creation_entreprise,"Code Bleu OHADA, art. 424",article
Que dit le droit OHADA concernant : les modalités de l’élection des administrateurs sont librement fixées par les statuts qui peuvent,creation_entreprise,"Code Bleu OHADA, art. 424",query_variant
"Une personne physique, administrateur en nom propre ou représentant permanent d’une personne morale administrateur, ne peut appartenir simultanément à plus de cinq (5) conseils d’administration de sociétés anonymes ayant leur siège sur le territoire d’un même État partie. Par dérogation aux dispositions du premier alinéa, ne sont pas pris en compte les mandats d’administrateur exercés par cette personne dans les sociétés contrôlées au sens de l’article 175 ci-dessus par la société dont elle est administrateur. Toute personne physique qui, lorsqu’elle accède à un nouveau mandat, se trouve en in",droit_commercial,"Code Bleu OHADA, art. 425",article
"J'ai une question de droit des affaires OHADA sur : une personne physique, administrateur en nom propre ou représentant permanent d’une personne morale administrateur",droit_commercial,"Code Bleu OHADA, art. 425",query_variant
"«Sauf clause contraire des statuts, un salarié de la société peut être nommé administrateur si son contrat de travail correspond à un emploi effectif. De même, un administrateur peut conclure un contrat de travail avec la société si ce contrat correspond à un emploi effectif. Dans ce cas, le contrat est soumis aux dispositions des articles 438 et suivants ci-après.» Jurisprudence • Cf. Arrêt n° 087/2012 du 4 décembre 2012, Aff. Banque Nationale d'Investissement (BNI) contre AKOBE Georges Armand, JURIDATA N° J087-12/2012 sous l'article 473, AUSGGIE",creation_entreprise,"Code Bleu OHADA, art. 426",article
"En droit commercial OHADA, que se passe-t-il quand «sauf clause contraire des statuts, un salarié de la société peut être nommé administrateur",creation_entreprise,"Code Bleu OHADA, art. 426",query_variant
La désignation des administrateurs doit être publiée au registre du commerce et du crédit mobilier. La désignation du représentant permanent est soumise aux mêmes formalités de publicité que s’il était administrateur en son nom propre.,droit_commercial,"Code Bleu OHADA, art. 427",article
"En droit commercial OHADA, que se passe-t-il quand la désignation des administrateurs doit être publiée au registre du commerce et du crédit",droit_commercial,"Code Bleu OHADA, art. 427",query_variant
Les délibérations prises par un conseil d’administration irrégulièrement constitué sont nulles.,droit_commercial,"Code Bleu OHADA, art. 428",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : les délibérations prises par un conseil d’administration irrégulièrement constitué sont nulles,droit_commercial,"Code Bleu OHADA, art. 428",query_variant
"Hors les sommes perçues dans le cadre d’un contrat de travail, les administrateurs ne peuvent recevoir, au titre de leurs fonctions, aucune autre rémunération, permanente ou non, que celles visées aux articles 431 et 432 ci-après. Les dispositions du présent article ne visent pas les dividendes qui sont régulièrement répartis entre les actionnaires. Toute décision prise en violation du premier alinéa du présent article est nulle.",droit_commercial,"Code Bleu OHADA, art. 430",article
"J'ai une question de droit des affaires OHADA sur : hors les sommes perçues dans le cadre d’un contrat de travail, les administrateurs ne",droit_commercial,"Code Bleu OHADA, art. 430",query_variant
"L’assemblée générale ordinaire peut allouer aux administrateurs, en rémunération de leurs activités, à titre d’indemnité de fonction une somme fixe annuelle qu’elle détermine souverainement. Les administrateurs ayant la qualité d’actionnaire peuvent prendre part au vote de l’assemblée et leurs actions sont prises en compte pour le calcul du quorum et de la majorité. Sauf clause contraire des statuts, le conseil d’administration répartit librement les indemnités de fonction entre ses membres. Le conseil d’administration peut allouer aux administrateurs, membres des comités prévus par l’article ",creation_entreprise,"Code Bleu OHADA, art. 431",article
"En droit commercial OHADA, que se passe-t-il quand l’assemblée générale ordinaire peut allouer aux administrateurs, en rémunération de leurs activités, à titre",creation_entreprise,"Code Bleu OHADA, art. 431",query_variant
"Le conseil d’administration peut également allouer à ses membres, des rémunérations exceptionnelles pour les missions et mandats qui leurs sont confiés, ou autoriser le remboursement des frais de voyage, déplacements et dépenses engagées dans l’intérêt de la société sous réserve des dispositions des articles 438 et suivants ci-après. Ces rémunérations et ces frais donnent lieu à un rapport spécial du commissaire aux comptes à l’assemblée.",droit_commercial,"Code Bleu OHADA, art. 432",article
"J'ai une question de droit des affaires OHADA sur : le conseil d’administration peut également allouer à ses membres, des rémunérations exceptionnelles pour les",droit_commercial,"Code Bleu OHADA, art. 432",query_variant
"Sauf en cas de décès ou cessation des fonctions, les fonctions des administrateurs se terminent à la fin de l’assemblée générale ordinaire ayant statué sur les comptes de l’exercice et tenue dans l’année au cours de laquelle expire leur mandat. Les administrateurs peuvent être révoqués à tout moment par 1’assemblée générale ordinaire.",droit_commercial,"Code Bleu OHADA, art. 433",article
"En droit commercial OHADA, que se passe-t-il quand sauf en cas de décès ou cessation des fonctions, les fonctions des administrateurs se",droit_commercial,"Code Bleu OHADA, art. 433",query_variant
La cessation des fonctions d’un administrateur doit être publiée au registre du commerce et du crédit mobilier.,droit_commercial,"Code Bleu OHADA, art. 434",article
J'ai une question de droit des affaires OHADA sur : la cessation des fonctions d’un administrateur doit être publiée au registre du commerce et,droit_commercial,"Code Bleu OHADA, art. 434",query_variant
"Le conseil d’administration détermine les orientations de l’activité de la société et veille à leur mise en œuvre. Sous réserve des pouvoirs expressément attribués aux assemblées d’actionnaires et dans la limite de l’objet social, il se saisit de toute question intéressant la bonne marche de la société et règle par ses délibérations les affaires qui la concernent. Le conseil d’administration procède aux contrôles et vérifications qu’il juge opportuns. Le président du conseil d’administration de la société est tenu de communiquer à chaque administrateur tous les documents et informations nécess",creation_entreprise,"Code Bleu OHADA, art. 435",article
"En droit commercial OHADA, que se passe-t-il quand le conseil d’administration détermine les orientations de l’activité de la société et veille à",creation_entreprise,"Code Bleu OHADA, art. 435",query_variant
"Dans ses rapports avec les tiers, la société est engagée, y compris par les décisions du conseil d’administration qui ne relèvent pas de l’objet social, dans les conditions et limites fixées à l’article 122 ci-dessus.",droit_commercial,"Code Bleu OHADA, art. 436",article
"J'ai une question de droit des affaires OHADA sur : dans ses rapports avec les tiers, la société est engagée, y compris par les",droit_commercial,"Code Bleu OHADA, art. 436",query_variant
"Le conseil d’administration peut confier à un ou à plusieurs de ses membres tous mandats spéciaux pour un ou plusieurs objets déterminés. Il peut décider la création de comités composés d’administrateurs chargés d’étudier les questions que lui-même ou son président soumet, pour avis, à leur examen. Il fixe la composition et les attributions des comités qui exercent leur activité sous sa responsabilité. Lors de la création d’un comité, le conseil d’administration peut décider que le comité peut recueillir l’avis d’experts non administrateurs.",droit_commercial,"Code Bleu OHADA, art. 437",article
J'ai une question de droit des affaires OHADA sur : le conseil d’administration peut confier à un ou à plusieurs de ses membres tous,droit_commercial,"Code Bleu OHADA, art. 437",query_variant
"L’autorisation n’est pas nécessaire lorsque les conventions portent sur des opérations courantes conclues à des conditions normales. • Les opérations courantes sont celles qui sont effectuées par une société, d’une manière habituelle, dans le cadre de ses activités. • Les conditions normales sont celles qui sont appliquées, pour des conventions semblables, non seulement par la société en cause, mais également par les autres sociétés du même secteur d’activité.",droit_commercial,"Code Bleu OHADA, art. 439",article
J'ai une question de droit des affaires OHADA sur : l’autorisation n’est pas nécessaire lorsque les conventions portent sur des opérations courantes conclues à,droit_commercial,"Code Bleu OHADA, art. 439",query_variant
"Le commissaire aux comptes veille, sous sa responsabilité, à l’observation des dispositions des articles 438 à 448 du présent Acte uniforme et en dénonce toute violation dans son rapport à l’assemblée générale.",droit_commercial,"Code Bleu OHADA, art. 441",article
"En droit commercial OHADA, que se passe-t-il quand le commissaire aux comptes veille, sous sa responsabilité, à l’observation des dispositions des articles",droit_commercial,"Code Bleu OHADA, art. 441",query_variant
Le commissaire aux comptes doit établir et déposer au siège social le rapport spécial prévu par les dispositions des articles 438 et 448 du présent Acte uniforme quinze (15) jours au moins avant la réunion de l’assemblée générale ordinaire.,creation_entreprise,"Code Bleu OHADA, art. 442",article
"En droit commercial OHADA, que se passe-t-il quand le commissaire aux comptes doit établir et déposer au siège social le rapport spécial",creation_entreprise,"Code Bleu OHADA, art. 442",query_variant
"Les conventions approuvées ou désapprouvées par l’assemblée générale ordinaire produisent leurs effets à l’égard des cocontractants et des tiers sauf lorsqu’elles sont annulées pour fraude. Toutefois et même en l’absence de fraude, les conséquences dommageables pour la société des conventions réglementées, notamment les pertes subies par la société et les bénéfices indus tirés de la convention, peuvent être mises à la charge de l’administrateur, du directeur général, du directeur général adjoint ou de l’actionnaire intéressé et, éventuellement, des autres membres du conseil d’administration.",droit_commercial,"Code Bleu OHADA, art. 443",article
"En droit commercial OHADA, que se passe-t-il quand les conventions approuvées ou désapprouvées par l’assemblée générale ordinaire produisent leurs effets à l’égard",droit_commercial,"Code Bleu OHADA, art. 443",query_variant
"Sans préjudice de la responsabilité de l’intéressé, les conventions visées à l’article 438 ci-dessus et conclues sans autorisation préalable du conseil d’administration peuvent être annulées si elles ont eu des conséquences dommageables pour la société.",droit_commercial,"Code Bleu OHADA, art. 444",article
"Quelles sont les règles applicables en matière de : sans préjudice de la responsabilité de l’intéressé, les conventions visées à l’article 438 ci-dessus",droit_commercial,"Code Bleu OHADA, art. 444",query_variant
"L’action en nullité se prescrit par trois (3) ans à compter de la date de la convention. Toutefois, si la convention a été dissimulée, le point de départ du délai de la prescription est réputé fixé au jour où elle a été révélée.",droit_commercial,"Code Bleu OHADA, art. 445",article
J'ai une question de droit des affaires OHADA sur : l’action en nullité se prescrit par trois (3) ans à compter de la date,droit_commercial,"Code Bleu OHADA, art. 445",query_variant
L’action en nullité peut être exercée par les organes de la société ou par tout actionnaire agissant à titre individuel.,droit_commercial,"Code Bleu OHADA, art. 446",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : l’action en nullité peut être exercée par les organes de la société ou par,droit_commercial,"Code Bleu OHADA, art. 446",query_variant
"La nullité peut être couverte par un vote spécial de l’assemblée générale ordinaire intervenant sur rapport spécial du commissaire aux comptes exposant les circonstances en raison desquelles la procédure d’autorisation n’a pas été suivie. L’administrateur, le directeur général, le directeur général adjoint ou l’actionnaire intéressé ne prend pas part au vote et ses actions ne sont pas prises en compte pour le calcul du quorum et de la majorité.",droit_commercial,"Code Bleu OHADA, art. 447",article
Que dit le droit OHADA concernant : la nullité peut être couverte par un vote spécial de l’assemblée générale ordinaire intervenant,droit_commercial,"Code Bleu OHADA, art. 447",query_variant
Les dispositions des articles 438 à 448 du présent Acte uniforme sont applicables au directeur général et au directeur général adjoint.,droit_commercial,"Code Bleu OHADA, art. 448",article
Quelles sont les règles applicables en matière de : les dispositions des articles 438 à 448 du présent acte uniforme sont applicables au,droit_commercial,"Code Bleu OHADA, art. 448",query_variant
"Le déplacement du siège social, dans les limites du territoire d’un même État partie, peut être décidé par le conseil d’administration, qui modifie les statuts en conséquence, sous réserve de la ratification de cette décision par la plus prochaine assemblée générale ordinaire. Cette décision emporte pouvoir de modification des statuts. Les formalités de publicité y afférentes visées aux articles 263 et 264 ci-dessus sont applicables. Lorsque l’assemblée générale ne ratifie pas le déplacement du siège social, la décision du conseil d’administration devient caduque. De nouvelles formalités de pu",creation_entreprise,"Code Bleu OHADA, art. 451",article
"J'ai une question de droit des affaires OHADA sur : le déplacement du siège social, dans les limites du territoire d’un même état partie",creation_entreprise,"Code Bleu OHADA, art. 451",query_variant
"Le conseil d’administration arrête les états financiers de synthèse et le rapport de gestion sur l’activité de la société, qui sont soumis à l’approbation de l’assemblée générale ordinaire.",droit_commercial,"Code Bleu OHADA, art. 452",article
Que dit le droit OHADA concernant : le conseil d’administration arrête les états financiers de synthèse et le rapport de gestion,droit_commercial,"Code Bleu OHADA, art. 452",query_variant
"Sous réserve des dispositions du présent Acte uniforme, les statuts déterminent les règles relatives à la convocation et aux délibérations du conseil d’administration. Le conseil d’administration, sur convocation de son président, se réunit aussi souvent que nécessaire. Toutefois, les administrateurs constituant le tiers au moins des membres du conseil d’administration, peuvent, en indiquant l’ordre du jour de la séance, convoquer le conseil d’administration, si celui-ci ne s’est pas réuni depuis plus de deux (2) mois. Les délibérations du conseil d’administration sont nulles lorsque tous ses ",creation_entreprise,"Code Bleu OHADA, art. 453",article
"Que dit le droit OHADA concernant : sous réserve des dispositions du présent acte uniforme, les statuts déterminent les règles relatives",creation_entreprise,"Code Bleu OHADA, art. 453",query_variant
"Le conseil d’administration ne délibère valablement que si la moitié au moins de ses membres est présente. Les décisions du conseil d’administration sont prises à la majorité des membres présents ou représentés, à moins que les statuts ne prévoient une majorité plus forte. En cas de partage des voix, la voix du président de séance est prépondérante sauf clauses contraires des statuts. Toute décision prise en violation du présent article ou le cas, échéant, des conditions prévues par les statuts, est nulle.",creation_entreprise,"Code Bleu OHADA, art. 454",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : le conseil d’administration ne délibère valablement que si la moitié au moins de ses,creation_entreprise,"Code Bleu OHADA, art. 454",query_variant
"Si les statuts le prévoient, les administrateurs qui participent au conseil par visioconférence ou par d’autres moyens de télécommunication permettant leur identification et garantissant leur participation effective peuvent voter oralement. Afin de garantir l’identification et la participation effective à la réunion du conseil des administrateurs y participant par des moyens de télécommunications, ces moyens transmettent au moins la voix des participants et satisfont à des caractéristiques techniques permettant la retransmission continue et simultanée des délibérations. En cas de participation",creation_entreprise,"Code Bleu OHADA, art. 454-1",article
"Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : si les statuts le prévoient, les administrateurs qui participent au conseil par visioconférence ou",creation_entreprise,"Code Bleu OHADA, art. 454-1",query_variant
Les administrateurs ainsi que toute personne appelée à participer aux réunions du conseil d’administration sont tenus à la discrétion à l’égard des informations présentant un caractère confidentiel et données comme telles par le président de séance.,droit_commercial,"Code Bleu OHADA, art. 455",article
Quelles sont les règles applicables en matière de : les administrateurs ainsi que toute personne appelée à participer aux réunions du conseil d’administration,droit_commercial,"Code Bleu OHADA, art. 455",query_variant
"Sauf clause contraire des statuts, un administrateur peut donner, par lettre, télécopie ou courrier électronique, mandat à un autre administrateur de le représenter à une séance du conseil d’administration. Chaque administrateur ne peut disposer, au cours d’une même séance, que d’une seule procuration. Les dispositions du présent article sont applicables aux représentants permanents des personnes morales.",creation_entreprise,"Code Bleu OHADA, art. 456",article
"Que dit le droit OHADA concernant : sauf clause contraire des statuts, un administrateur peut donner, par lettre, télécopie ou courrier",creation_entreprise,"Code Bleu OHADA, art. 456",query_variant
"Les séances du conseil d’administration sont présidées par le président du conseil d’administration. Le président du conseil d’administration organise et dirige les travaux du conseil, dont il rend compte à l’assemblée générale. Il veille au bon fonctionnement des organes de la société et s’assure, en particulier, que les administrateurs sont en mesure de remplir leur mission. En cas d’empêchement du président du conseil d’administration, les séances sont présidées par l’administrateur possédant le plus grand nombre d’actions ou, en cas d’égalité, par le doyen en âge, à moins que les statuts n",creation_entreprise,"Code Bleu OHADA, art. 457",article
J'ai une question de droit des affaires OHADA sur : les séances du conseil d’administration sont présidées par le président du conseil d’administration. le,creation_entreprise,"Code Bleu OHADA, art. 457",query_variant
"Les procès-verbaux du conseil d’administration sont certifiés sincères par le président de séance et par au moins un (1) administrateur. En cas d’empêchement du président de séance, ils sont signés par deux (2) administrateurs au moins.",droit_commercial,"Code Bleu OHADA, art. 459",article
Que dit le droit OHADA concernant : les procès-verbaux du conseil d’administration sont certifiés sincères par le président de séance et,droit_commercial,"Code Bleu OHADA, art. 459",query_variant
"Le président du conseil d’administration s’assure que les procès-verbaux du conseil d’administration sont remis aux administrateurs en mains propres ou leur sont adressés par lettre au porteur contre récépissé, lettre recommandée avec demande d’avis de réception, télécopie ou courrier électronique dans les meilleurs délais et au plus tard lors de la convocation du prochain conseil d’administration.",droit_commercial,"Code Bleu OHADA, art. 459-1",article
Quelles sont les règles applicables en matière de : le président du conseil d’administration s’assure que les procès-verbaux du conseil d’administration sont remis,droit_commercial,"Code Bleu OHADA, art. 459-1",query_variant
"Les copies ou extraits des procès-verbaux des délibérations du conseil d’administration sont valablement certifiés par le président du conseil d’administration, le directeur général ou, à défaut, par un fondé de pouvoirs habilité à cet effet. Au cours de la liquidation de la société, les copies ou extraits des procès-verbaux sont valablement certifiés par le liquidateur.",droit_commercial,"Code Bleu OHADA, art. 460",article
Quelles sont les règles applicables en matière de : les copies ou extraits des procès-verbaux des délibérations du conseil d’administration sont valablement certifiés,droit_commercial,"Code Bleu OHADA, art. 460",query_variant
Les procès-verbaux des délibérations du conseil d’administration font foi jusqu’à preuve contraire. La production d’une copie ou d’un extrait de ces procès-verbaux justifie suffisamment du nombre des administrateurs en exercice ainsi que de leur présence ou de leur représentation à une séance du conseil d’administration.,droit_commercial,"Code Bleu OHADA, art. 461",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : les procès-verbaux des délibérations du conseil d’administration font foi jusqu’à preuve contraire. la production,droit_commercial,"Code Bleu OHADA, art. 461",query_variant
"Le conseil d’administration nomme parmi ses membres un président-directeur général. A peine de nullité de sa nomination, le président-directeur général est une personne physique.",droit_commercial,"Code Bleu OHADA, art. 462",article
J'ai une question de droit des affaires OHADA sur : le conseil d’administration nomme parmi ses membres un président-directeur général. a peine de nullité,droit_commercial,"Code Bleu OHADA, art. 462",query_variant
La durée du mandat du président-directeur général ne peut excéder celle de son mandat d’administrateur. Le mandat du président directeur général est renouvelable.,droit_commercial,"Code Bleu OHADA, art. 463",article
"En droit commercial OHADA, que se passe-t-il quand la durée du mandat du président-directeur général ne peut excéder celle de son mandat",droit_commercial,"Code Bleu OHADA, art. 463",query_variant
Le président directeur général peut être lié à la société par un contrat de travail dans les conditions prévues à l’article 426 ci-dessus.,droit_commercial,"Code Bleu OHADA, art. 466",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : le président directeur général peut être lié à la société par un contrat de,droit_commercial,"Code Bleu OHADA, art. 466",query_variant
"Les modalités et le montant de la rémunération du président-directeur général sont fixés par le conseil d’administration. Le cas échéant, les avantages en nature qui lui sont attribués sont fixés de la même manière que sa rémunération. Hors les sommes perçues et les avantages en nature accordés dans le cadre d’un contrat de travail, le président-directeur général ne peut recevoir aucune autre rémunération de la société que celle visée au présent article. Le président ne prend pas part au vote sur sa rémunération et sa voix n’est pas prise en compte pour le calcul du quorum et de la majorité. T",droit_commercial,"Code Bleu OHADA, art. 467",article
"En droit commercial OHADA, que se passe-t-il quand les modalités et le montant de la rémunération du président-directeur général sont fixés par",droit_commercial,"Code Bleu OHADA, art. 467",query_variant
"«En cas d’empêchement temporaire du président-directeur général, le conseil d’administration peut déléguer, pendant la durée qu’il fixe, un autre administrateur dans les fonctions de président-directeur général. En cas de décès ou de cessation des fonctions du président-directeur général, le conseil nomme un nouveau président-directeur général ou délègue un administrateur dans les fonctions de président-directeur général jusqu’à la nomination de celui-ci.» Jurisprudence • Cf. Arrêt n° 024/2013 du 18 avril 2013, Aff. Société Tropicale des Allumettes dite SOTROPAL contre Banque Internationale po",droit_commercial,"Code Bleu OHADA, art. 468",article
"En droit commercial OHADA, que se passe-t-il quand «en cas d’empêchement temporaire du président-directeur général, le conseil d’administration peut déléguer, pendant la",droit_commercial,"Code Bleu OHADA, art. 468",query_variant
Le président-directeur général peut être révoqué à tout moment par le conseil d’administration.,droit_commercial,"Code Bleu OHADA, art. 469",article
"En droit commercial OHADA, que se passe-t-il quand le président-directeur général peut être révoqué à tout moment par le conseil d’administration",droit_commercial,"Code Bleu OHADA, art. 469",query_variant
"Sur la proposition du président-directeur général, le conseil d’administration peut donner mandat à une ou plusieurs personnes physiques d’assister le président-directeur général en qualité de directeur général adjoint. Toute nomination du directeur général adjoint intervenue en violation du présent article est nulle.",droit_commercial,"Code Bleu OHADA, art. 470",article
"Que dit le droit OHADA concernant : sur la proposition du président-directeur général, le conseil d’administration peut donner mandat à une",droit_commercial,"Code Bleu OHADA, art. 470",query_variant
"Le conseil d’administration détermine librement la durée des fonctions du directeur général adjoint. Lorsque celui-ci est administrateur, la durée de son mandat ne peut excéder celle de son mandat d’administrateur. Le mandat du directeur général adjoint est renouvelable.",droit_commercial,"Code Bleu OHADA, art. 471",article
Quelles sont les règles applicables en matière de : le conseil d’administration détermine librement la durée des fonctions du directeur général adjoint. lorsque,droit_commercial,"Code Bleu OHADA, art. 471",query_variant
"En accord avec le président-directeur général, le conseil d’administration détermine l’étendue des pouvoirs qui sont délégués au directeur général adjoint. Dans ses rapports avec les tiers, le directeur général adjoint a les mêmes pouvoirs que ceux du président-directeur général. Il engage la société par ses actes, y compris ceux qui ne relèvent pas de l’objet social dans les conditions et limites fixées à l’article 122 ci-dessus. Les clauses des statuts, les décisions du conseil d’administration ou des assemblées générales qui limitent les pouvoirs du directeur général adjoint ne sont pas opp",creation_entreprise,"Code Bleu OHADA, art. 472",article
"Quelles sont les règles applicables en matière de : en accord avec le président-directeur général, le conseil d’administration détermine l’étendue des pouvoirs qui",creation_entreprise,"Code Bleu OHADA, art. 472",query_variant
"Les modalités et le montant de la rémunération du directeur général adjoint sont fixés par le conseil d’administration. S’il est administrateur, le directeur général adjoint ne prend pas part au vote et sa voix n’est pas prise en compte pour le calcul du quorum et de la majorité. Toute décision prise en violation du présent article est nulle.",droit_commercial,"Code Bleu OHADA, art. 474",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : les modalités et le montant de la rémunération du directeur général adjoint sont fixés,droit_commercial,"Code Bleu OHADA, art. 474",query_variant
"Sur proposition du président-directeur général, le conseil d’administration peut révoquer à tout moment le directeur général adjoint. Toute révocation du directeur général adjoint intervenue en violation du présent alinéa est nulle. Si la révocation est décidée sans juste motif, elle peut donner lieu à dommages et intérêts.",droit_commercial,"Code Bleu OHADA, art. 475",article
"En droit commercial OHADA, que se passe-t-il quand sur proposition du président-directeur général, le conseil d’administration peut révoquer à tout moment le",droit_commercial,"Code Bleu OHADA, art. 475",query_variant
"Le mandat du directeur général adjoint prend normalement fin à l’arrivée de son terme. Toutefois, en cas de décès ou de cessation des fonctions du président-directeur général, le directeur général adjoint conserve ses fonctions, sauf décision contraire du conseil d’administration, jusqu’à la nomination du nouveau président directeur général.",droit_commercial,"Code Bleu OHADA, art. 476",article
Que dit le droit OHADA concernant : le mandat du directeur général adjoint prend normalement fin à l’arrivée de son terme,droit_commercial,"Code Bleu OHADA, art. 476",query_variant
Le conseil d’administration désigne parmi ses membres un président qui doit être une personne physique.,droit_commercial,"Code Bleu OHADA, art. 477",article
Que dit le droit OHADA concernant : le conseil d’administration désigne parmi ses membres un président qui doit être une personne,droit_commercial,"Code Bleu OHADA, art. 477",query_variant
La durée du mandat du président du conseil d’administration ne peut excéder celle de son mandat d’administrateur. Le mandat du président du conseil d’administration est renouvelable.,droit_commercial,"Code Bleu OHADA, art. 478",article
Quelles sont les règles applicables en matière de : la durée du mandat du président du conseil d’administration ne peut excéder celle de,droit_commercial,"Code Bleu OHADA, art. 478",query_variant
"Nul ne peut exercer simultanément plus de trois (3) mandats de président du conseil d’administration de sociétés anonymes ayant leur siège social sur le territoire d’un même État partie. De même, le mandat de président du conseil d’administration n’est pas cumulable avec plus de deux (2) mandats d’administrateur général ou de directeur général de sociétés anonymes ayant leur siège social sur le territoire d’un même État partie. Les dispositions des alinéas 3 et 4 de l’article 425 ci-dessus, relatives au cumul du mandat d’administrateur, sont applicables au président du conseil d’administration",creation_entreprise,"Code Bleu OHADA, art. 479",article
J'ai une question de droit des affaires OHADA sur : nul ne peut exercer simultanément plus de trois (3) mandats de président du conseil,creation_entreprise,"Code Bleu OHADA, art. 479",query_variant
"«Le président du conseil d’administration préside les réunions du conseil d’administration et les assemblées générales. Il doit veiller à ce que le conseil d’administration assume le contrôle de la gestion de la société confiée au directeur général. A toute époque de l’année, le président du conseil d’administration opère les vérifications qu’il juge opportunes et peut se faire communiquer par le directeur général, qui y est tenu, tous les documents qu’il estime utile à l’accomplissement de sa mission. Le président du conseil d’administration est tenu de communiquer à chaque administrateur ces",droit_commercial,"Code Bleu OHADA, art. 480",article
J'ai une question de droit des affaires OHADA sur : «le président du conseil d’administration préside les réunions du conseil d’administration et les assemblées,droit_commercial,"Code Bleu OHADA, art. 480",query_variant
Le président du conseil d’administration peut être lié à la société par un contrat de travail dans les conditions prévues à l’article 426 ci-dessus.,droit_commercial,"Code Bleu OHADA, art. 481",article
